08VT_GB01DI-02.UNIT07@BLOCK4;08VT_LP02AO-05.UNIT07@BLOCK4;
2020-01-01 00:21:37;0.211;
2020-01-03 05:53:13;0.338;
2020-01-04 22:47:31;0.23100001;
2020-01-09 23:45:34;0.354;
2020-01-10 23:49:59;0.28999999;
2020-01-12 04:10:41;0.16;
2020-01-13 22:31:54;0.25600001;
2020-01-14 22:31:35;0.21699999;
2020-01-15 14:31:45;0.192;
2020-01-15 22:28:32;0.301;
2020-01-16 22:12:20;0.79100001;
2020-01-17 22:55:25;0.142;
2020-01-20 22:51:14;0.278;
2020-01-22 22:35:03;0.206;
2020-01-23 22:49:54;0.34299999;
2020-01-24 22:29:44;0.186;
2020-01-27 23:30:18;0.15000001;
2020-01-28 01:11:15;0.168;
2020-01-28 23:26:02;0.161;
2020-01-29 23:16:56;0.094999999;
2020-01-30 11:53:00;0.18700001;
2020-01-31 22:44:41;0.154;
2020-02-03 15:38:26;0.146;
2020-02-04 22:49:55;0.127;
2020-02-05 22:49:24;0.36300001;
2020-02-07 09:10:33;0.16500001;
2020-02-07 22:23:37;0.074000001;
2020-02-09 21:16:28;0.48800001;
2020-02-10 22:26:10;0.072999999;
2020-02-11 22:32:37;0.384;
2020-02-12 22:22:55;0.146;
2020-02-13 23:18:12;0.58700001;
2020-02-15 20:06:04;0.19400001;
2020-02-17 23:50:23;0.221;
2020-02-18 22:51:43;0.228;
2020-02-20 02:51:49;0.359;
2020-02-20 22:32:54;0.072999999;
2020-02-21 22:39:28;0.52999997;
2020-02-25 08:40:11;0.21799999;
2020-02-25 22:34:27;0.127;
2020-02-26 22:45:05;0.13;
2020-02-27 12:35:05;0.097000003;
2020-02-27 22:52:50;0.168;
2020-02-29 06:31:36;0.30599999;
2020-03-01 01:23:00;0.104;
2020-03-03 22:49:53;0.097000003;
2020-03-04 22:51:28;0.182;
2020-03-05 22:38:40;0.114;
2020-03-06 22:44:36;0.21699999;
2020-03-09 00:26:12;0.449;
2020-03-09 21:45:04;0.093000002;
2020-03-10 22:50:14;0.142;
2020-03-12 22:50:54;0.23999999;
2020-03-13 22:49:53;0.22499999;
2020-03-14 00:05:56;0.154;
2020-03-14 22:53:47;0.25799999;
2020-03-15 13:50:31;0.20299999;
2020-03-16 15:10:09;0.219;
2020-03-16 23:30:40;0.184;
2020-03-17 23:35:30;0.162;
2020-03-18 15:43:06;0.082999997;
2020-03-18 19:00:36;0.12800001;
2020-03-18 21:57:13;0.121;
2020-03-19 22:02:57;0.59899998;
2020-03-20 18:47:57;0.101;
2020-03-21 02:08:34;0.32300001;
2020-03-21 10:51:59;0.168;
2020-03-21 21:41:01;0.074000001;
2020-03-22 01:18:43;0.54699999;
2020-03-23 11:11:09;0.134;
2020-03-23 13:29:15;0.17200001;
2020-03-23 15:39:20;0.30500001;
2020-03-23 21:57:34;0.126;
2020-03-24 01:22:02;0.208;
2020-03-24 01:43:19;0.20999999;
2020-03-24 08:54:21;0.112;
2020-03-24 22:28:38;0.193;
2020-03-25 03:01:17;0.109;
2020-03-26 11:41:46;0.17200001;
2020-03-26 17:28:14;0.146;
2020-03-26 23:31:23;0.189;
2020-03-27 22:25:13;0.19;
2020-03-28 05:45:32;0.36500001;
2020-03-28 23:10:55;0.097000003;
2020-03-30 00:00:25;0.479;
2020-03-30 11:52:45;0.292;
2020-04-01 03:10:42;0.59500003;
2020-04-01 20:56:03;0.27900001;
2020-04-02 20:12:31;0.25400001;
2020-04-03 01:42:42;0.18700001;
2020-04-03 21:50:35;0.465;
2020-04-05 21:55:07;0.273;
2020-04-08 18:59:24;0.119;
2020-04-08 21:07:19;0.12800001;
2020-04-10 00:09:04;0.25799999;
2020-04-10 09:07:20;0.551;
2020-04-13 17:00:12;0.236;
2020-04-13 19:54:11;0.55500001;
2020-04-13 21:06:54;0.093000002;
2020-04-13 22:45:55;0.76999998;
2020-04-15 09:12:36;0.26699999;
2020-04-16 09:28:57;0.38;
2020-04-18 09:02:07;0.134;
2020-04-18 12:59:41;0.241;
2020-04-18 15:48:52;0.15099999;
2020-04-18 20:56:09;0.27900001;
2020-04-19 21:58:05;0.13600001;
2020-04-20 00:41:14;0.463;
2020-04-20 00:59:29;0.101;
2020-04-22 09:16:06;0.18099999;
2020-04-24 01:23:48;0.45699999;
2020-04-25 02:42:08;0.54699999;
2020-04-26 22:00:51;0.134;
2020-04-28 00:28:50;0.60799998;
2020-04-28 22:56:08;0.090999998;
2020-04-29 10:47:59;0.32800001;
2020-04-29 13:28:09;0.117;
2020-04-29 17:47:53;0.27500001;
2020-04-29 18:36:16;0.66399997;
2020-04-30 12:15:01;0.23999999;
2020-04-30 19:51:59;0.27700001;
2020-05-01 23:56:23;0.104;
2020-05-02 21:56:08;0.205;
2020-05-03 10:37:12;0.118;
2020-05-04 20:03:05;0.153;
2020-05-06 13:48:32;0.33899999;
2020-05-07 11:00:33;0.093999997;
2020-05-08 21:16:19;0.366;
2020-06-10 02:16:30;0.163;
2020-06-11 19:35:05;0.097000003;
2020-06-12 09:54:47;0.33500001;
2020-06-12 17:19:38;0.104;
2020-06-14 18:23:13;0.104;
2020-06-15 10:37:50;0.15800001;
2020-06-15 13:54:30;0.115;
2020-06-15 16:56:39;0.20999999;
2020-06-15 18:57:48;0.27000001;
2020-06-16 14:18:11;0.154;
2020-06-19 07:31:11;0.412;
2020-06-22 11:31:19;0.212;
2020-06-23 08:53:08;0.221;
2020-06-23 10:52:11;0.161;
2020-06-24 04:52:42;0.176;
